,cuenta,c_nombre,nivel,nsumasal
547,429000000000,Reintegros ONCAA                   ,3,0.0
548,430000000000,EGRESOS BOLIVAR                    ,2,0.0
549,431000000000,Gastos de Producción y Comercializa,3,0.0
550,431010000000,AGRICOLAS                          ,4,0.0
551,431010100000,Trigo                              ,5,0.0
552,431010101000,Semilla-Trigo                      ,6,0.0
553,431010102000,Labores Propias-Trigo              ,6,0.0
554,431010103000,Labores Contratista-Trigo          ,6,0.0
555,431010104000,Fertilizantes-Trigo                ,6,0.0
556,431010105000,"Herbicidas,Insecticidas,Fung.-Trigo",6,0.0
557,431010106000,Cosecha Contratista-Trigo          ,6,0.0
558,431010107000,Gastos de Comercialización-Trigo   ,6,0.0
559,431010108000,Otros Gastos-Trigo                 ,6,0.0
560,431010109000,CMV Trigo                          ,6,0.0
561,431010110000,Costo de Producción Trigo          ,6,0.0
562,431010200000,Maíz Grano                         ,5,0.0
563,431010201000,Semilla-Maíz Grano                 ,6,0.0
564,431010202000,Labores Propias-Maíz Grano         ,6,0.0
565,431010203000,Labores Contratista-Maíz Grano     ,6,0.0
566,431010204000,Fertilizantes-Maíz Grano           ,6,0.0
567,431010205000,"Herbic.,Insectic,-Maíz Grano       ",6,0.0
568,431010206000,Cosecha Contratista-Maíz Grano     ,6,0.0
569,431010207000,Gastos de Comerc.-Maíz Grano       ,6,0.0
570,431010208000,Otros Gastos-Maíz Grano            ,6,0.0
571,431010209000,CMV Maiz Grano                     ,6,0.0
572,431010210000,Costo de Producción Maiz Grano     ,6,0.0
573,431010300000,Girasol                            ,5,0.0
574,431010301000,Semilla-Girasol                    ,6,0.0
575,431010302000,Labores Propias-Girasol            ,6,0.0
576,431010303000,Labores Contratistas-Girasol       ,6,0.0
577,431010304000,Fertilizantes-Girasol              ,6,0.0
578,431010305000,"Herbicidas,Insecticidas,Fung.-Giras",6,0.0
579,431010306000,Cosecha Contratista-Girasol        ,6,0.0
580,431010307000,Gastos de Comercialización-Girasol ,6,0.0
581,431010308000,Otros Gastos-Girasol               ,6,0.0
582,431010309000,CMV Girasol                        ,6,0.0
583,431010310000,Costo de Producción Girasol        ,6,0.0
584,431010400000,Soja de 1º                         ,5,0.0
585,431010401000,Semilla-Soja de 1º                 ,6,0.0
586,431010402000,Labores Propias-Soja de 1º         ,6,0.0
587,431010403000,Labores Contratistas-Soja de 1º    ,6,0.0
588,431010404000,Fertilizantes-Soja de 1º           ,6,0.0
589,431010405000,"Herbicidas,Insec.,Fung.-Soja de 1º ",6,0.0
590,431010406000,Cosecha Contratista-Soja de 1º     ,6,0.0
591,431010407000,Gastos de Comerc.-Soja de 1º       ,6,0.0
592,431010408000,Otros Gastos-Soja de 1º            ,6,0.0
593,431010409000,CMV Soja de 1º                     ,6,0.0
594,431010410000,Costo de Prod. Soja                ,6,0.0
595,431010500000,Maiz Silo 2°                       ,5,0.0
596,431010501000,Semilla-Maiz Silo 2°               ,6,0.0
597,431010502000,Labores Propias-Maiz Silo 2°       ,6,0.0
598,431010503000,Labores Contratistas-Maiz Silo 2°  ,6,0.0
599,431010504000,Fertilizantes-Maiz Silo 2°         ,6,0.0
600,431010505000,"Herb.,Insec,Fung.-Maiz Silo 2°     ",6,0.0
601,431010506000,Cosecha Contratista-Maiz Silo 2°   ,6,0.0
602,431010507000,Gastos Comerc.-Maiz Silo 2°        ,6,0.0
603,431010508000,Otros Gastos-Maiz Silo 2°          ,6,0.0
604,431010509000,CMV Maiz Silo 2°                   ,6,0.0
605,431010600000,Sorgo                              ,5,0.0
606,431010601000,Semilla-Sorgo                      ,6,0.0
607,431010602000,Labores Propias-Sorgo              ,6,0.0
608,431010603000,Labores Contratistas-Sorgo         ,6,0.0
609,431010604000,Fertilizantes-Sorgo                ,6,0.0
610,431010605000,"Herbicidas,Insecticidas,Fung.-Sorgo",6,0.0
611,431010606000,Cosecha Contratista-Sorgo          ,6,0.0
612,431010607000,Gastos de Comercialización         ,6,0.0
613,431010608000,Otros Gastos-Sorgo                 ,6,0.0
614,431010609000,CMV Sorgo                          ,6,0.0
615,431010700000,Cebada Grano                       ,5,0.0
616,431010701000,Semilla-Cebada Grano               ,6,0.0
617,431010702000,Lab.Propias-Cebada Grano           ,6,0.0
618,431010703000,Lab.Contratista-Cebada Grano       ,6,0.0
619,431010704000,Fertilizante-Cebada Grano          ,6,0.0
620,431010705000,Herb. Insectic.-Cebada Grano       ,6,0.0
621,431010706000,Cosecha Contratista-Cebada Grano   ,6,0.0
622,431010707000,Gastos Comerc.-Cebada Grano        ,6,0.0
623,431010708000,Otros Gtos-Cebada Grano            ,6,0.0
624,431010709000,CMV Cebada Grano                   ,6,0.0
625,431010710000,Costo de Producción - Cebada       ,6,0.0
626,431010800000,Maiz Silo                          ,5,0.0
627,431010801000,Semilla-Maíz Silo                  ,6,0.0
628,431010802000,Labores Propias-Maíz Silo          ,6,0.0
629,431010803000,Labores Contratista-Maíz Silo      ,6,0.0
630,431010804000,Fertilizantes-Maíz Silo            ,6,0.0
631,431010805000,"Herbic.,Insectic,Fung.-Maíz Silo   ",6,0.0
632,431010806000,Cosecha Contratista-Maíz Silo      ,6,0.0
633,431010807000,Bolsas-Maíz Silo                   ,6,0.0
634,431010808000,Otros Gastos-Maíz Silo             ,6,0.0
635,431010900000,Soja de 2º                         ,5,0.0
636,431010901000,Semilla-Soja de 2º                 ,6,0.0
637,431010902000,Labores Propias-Soja de 2º         ,6,0.0
638,431010903000,Labores Contratistas-Soja de 2º    ,6,0.0
639,431010904000,Fertilizantes-Soja de 2º           ,6,0.0
640,431010905000,"Herbicidas, Insec.,Fung.-Soja de 2º",6,0.0
641,431010906000,Cosecha Contratista-Soja de 2º     ,6,0.0
642,431010907000,Gastos de Comerc.-Soja de 2º       ,6,0.0
643,431010908000,Otros Gastos-Soja de 2º            ,6,0.0
644,431010909000,CMV Soja de 2º                     ,6,0.0
645,431010910000,Costo de Producc.Soja de 2º        ,6,0.0
646,431011000000,Cebado Silo                        ,5,0.0
647,431011001000,Semilla-Cebada silo                ,6,0.0
648,431011002000,Lab.Propias-Cebada Silo            ,6,0.0
649,431011003000,Lab.Contratista-Cebada Silo        ,6,0.0
650,431011004000,Fertilizante-Cebada Silo           ,6,0.0
651,431011005000,Herb. Insectic.-Cebada Silo        ,6,0.0
652,431011006000,Cosecha Contratista-Cebada Silo    ,6,0.0
653,431011007000,Gastos Comerc.-Cebada Silo         ,6,0.0
654,431011008000,Otros Gtos-Cebada silo             ,6,0.0
655,431011009000,Costo de Producción - Cebada       ,6,0.0
656,431020000000,Ganaderos                          ,4,0.0
657,431020100000,Hacienda Vacuna                    ,5,0.0
658,431020101000,HACIENDA VACUNA CRIA               ,6,0.0
659,431020101010,Productos Veterinarios-Cría        ,7,0.0
660,431020101020,Honorarios Veterinarios-Cría       ,7,0.0
661,431020101030,Pasturas-Cría                      ,7,0.0
662,431020101031,Semilla Pastura-Cria               ,8,0.0
663,431020101032,Lab.Prop.Pasturas-Cria             ,8,0.0
664,431020101033,Lab.Contrat.Pasturas-Cria          ,8,0.0
665,431020101034,Fertilizante Pasturas-Cria         ,8,0.0
666,431020101035,"Herb.,Insect.Pasturas-Cria         ",8,0.0
667,431020101040,Verdeos Inv.-Cria                  ,7,0.0
668,431020101041,Semilla V.I.-Cria                  ,8,0.0
669,431020101042,Lab.Prop.V.I.-Cria                 ,8,0.0
670,431020101043,Lab.Contrat.V.I.-Cria              ,8,0.0
671,431020101044,Fertiliz.V.I.-Cria                 ,8,0.0
672,431020101045,Herb.Insec.V.I.-Cria               ,8,0.0
673,431020101050,Gastos de Mantenimiento-H.V.Cría   ,7,0.0
674,431020101051,"Molinos,Tanques,bebederos-H.V.Cria ",8,0.0
675,431020101052,Mangas y corrales-H.V.Cría         ,8,0.0
676,431020101053,Tranqueras y alambrados-H.V.Cría   ,8,0.0
677,431020101054,"Mant.calles, canales e inst.-H.V.Cr",8,0.0
678,431020101060,Personal-Cria                      ,7,0.0
679,431020101070,"Suplementación,rollos,granos-Cria  ",7,0.0
680,431020101080,Labores-Cria                       ,7,0.0
681,431020101090,Verdeos Verano-Cria                ,7,0.0
682,431020101091,Semilla V.V.-Cria                  ,8,0.0
683,431020101092,Lab.Prop.V.V.-Cria                 ,8,0.0
684,431020101093,Lab.Contrat.V.V.-Cria              ,8,0.0
685,431020101094,Fertilizante V.V.-Cria             ,8,0.0
686,431020101095,Herb.Insec.V.V.-Cria               ,8,0.0
687,431020101100,Gastos Inseminación-Cría           ,7,0.0
688,431020101110,Otros Gastos-Cria                  ,7,0.0
689,431020101120,Compra de Hacienda Vac.-Cria       ,7,0.0
690,431020101130,Gastos Comercialización-Cría       ,7,0.0
691,431020102000,HACIENDA VACUNA INVERNADA          ,6,0.0
692,431020102010,Productos Veterinarios-Invernada   ,7,0.0
693,431020102020,Pasturas-Invernada                 ,7,0.0
694,431020102021,Semilla Pastura-Inv.               ,8,0.0
695,431020102022,Lab.Prop.Past.-Inv.                ,8,0.0
696,431020102023,Lab.Cont.past.-Inv.                ,8,0.0
697,431020102024,Fertilizante Past.-Inv.            ,8,0.0
698,431020102025,Herb.Insect.Past.-Inv.             ,8,0.0
699,431020102030,Personal-Invernada                 ,7,0.0
700,431020102040,"Suplementac,rollos,granos,balanc.-I",7,0.0
701,431020102050,Gastos de Mantenimiento-Invernada  ,7,0.0
702,431020102051,Reparac.molinos y aguadas-H.V.Inver,8,0.0
703,431020102052,Mangas y Corrales-H.V.Invernada    ,8,0.0
704,431020102053,Tranqueras y alambrados-H.V.Inverna,8,0.0
705,431020102054,"Mant.calles, canales e inst.-H.V.In",8,0.0
706,431020102060,Verdeos Invierno-Invernada         ,7,0.0
707,431020102061,Semilla V.I.-Inv.                  ,8,0.0
708,431020102062,Lap.Prop.V.I.-Inv.                 ,8,0.0
709,431020102063,Lab.Cont.V.I.-Inv.                 ,8,0.0
710,431020102064,Fertilizante V.I.-Inv.             ,8,0.0
711,431020102065,Herb.Insec.V.I.-Inv.               ,8,0.0
712,431020102070,Verdeos Verano-Invernada           ,7,0.0
713,431020102071,Semilla V.V.-Inv.                  ,8,0.0
714,431020102072,Lab.Prop.V.V.-Inv.                 ,8,0.0
715,431020102073,Lab.Cont.V.V.-Inv.                 ,8,0.0
716,431020102074,Fertilizante V.V.-Inv.             ,8,0.0
717,431020102075,Herb.Insect.V.V.-Inv.              ,8,0.0
718,431020102080,Otros Gastos-Invernada             ,7,0.0
719,431020102090,Gastos de Comercialización-Invernad,7,0.0
720,431020103000,HACIENDA VACUNA FEED LOT           ,6,0.0
721,431020103010,Productos Veterinarios-Feed Lot    ,7,0.0
722,431020103020,Honorarios Veterinarios-Feed Lot   ,7,0.0
723,431020103030,Gastos de Mantenimiento-Feed Lot   ,7,0.0
724,431020103031,"Molinos,Tanques,bebederos-Feed Lot ",8,0.0
725,431020103032,Mangas y corrales-Feed Lot         ,8,0.0
726,431020103033,Tranqueras y alambrados-Feed Lot   ,8,0.0
727,431020103034,"Mant.calles, canales e inst.-Feed L",8,0.0
728,431020103040,Personal-Feed Lot                  ,7,0.0
729,431020103050,"Balanceado,Rollos-Feed Lot         ",7,0.0
730,431020103060,Maiz Grano-Fedd Lot                ,7,0.0
731,431020103070,Silo Maiz-Feed Lot                 ,7,0.0
732,431020103080,Otros Gastos-Feed Lot              ,7,0.0
733,431020103090,Gastos Comercializacion-Feed Lot   ,7,0.0
734,431020104000,Costo de Venta HV Bolivar          ,6,0.0
735,431020105000,Costo de Prod. Ganadera - Bolivar  ,6,0.0
736,431030000000,TAMBO                              ,4,0.0
737,431030100000,VACA TOTAL - Tambo                 ,5,0.0
738,431030101000,Personal-Tambo                     ,6,0.0
739,431030102000,Tambero                            ,6,0.0
740,431030103000,Personal adicional y bonificac.-tam,6,0.0
741,431030104000,Asesor Veterinario-Tambo           ,6,0.0
742,431030105000,Productos Veterinarios-Tambo       ,6,0.0
743,431030105010,Mastitis-Vaca Tambo                ,7,0.0
744,431030105011,Pomos-Mastitis                     ,8,0.0
745,431030105012,Selladores-Mastitis                ,8,0.0
746,431030105013,Antibióticos-Mastitis              ,8,0.0
747,431030105014,Otros productos -Mastitis          ,8,0.0
748,431030105020,Pietin-Vaca Tambo                  ,7,0.0
749,431030105021,"Tratamientos, Antibió.-Pietin      ",8,0.0
750,431030105022,Formol y Sulfato-Pietin            ,8,0.0
751,431030105030,Enfermedades Generales             ,7,0.0
752,431030105040,Atencion Parto                     ,7,0.0
753,431030106000,Inseminación -Tambo                ,6,0.0
754,431030106010,Semen Importado-Vaca Tambo         ,7,0.0
755,431030106020,Honorarios Inseminac.-Vaca Tambo   ,7,0.0
756,431030106030,"Sider,Prostaglandina-Vaca Tambo    ",7,0.0
757,431030106040,Otros gastos insiminac.-Tambo      ,7,0.0
758,431030106050,Semen Sexado                       ,7,0.0
759,431030106060,Hon.Insem.Sexado                   ,7,0.0
760,431030106070,"Cidr, prostagland....Sexado        ",7,0.0
761,431030106080,Otros Gtos Inseminac.Sexado        ,7,0.0
762,431030107000,Gastos de Comerc.-Tambo            ,6,0.0
763,431030107010,Fletes-Tambo                       ,7,0.0
764,431030107020,Otros Gtos Comerc.-Tambo           ,7,0.0
765,431030108000,"Alambrados eléctricos,boyeros-Tambo",6,0.0
766,431030109000,Pasturas y Verdeos -Tambo          ,6,0.0
767,431030109010,Pasturas-Tambo                     ,7,0.0
768,431030109011,Semilla Pastura - Tambo            ,8,0.0
769,431030109012,Herb.Insec.Pastura-Tambo           ,8,0.0
770,431030109013,Fertilizante Pastura-Tambo         ,8,0.0
771,431030109014,Labores Pasturas-Tambo             ,8,0.0
772,431030109015,Otros Gtos Pasturas-Tambo          ,8,0.0
773,431030109020,Verdeos Invierno- Tambo            ,7,0.0
774,431030109021,Semilla V.I.-Tambo                 ,8,0.0
775,431030109022,Herb.Insect.V.I.-Tambo             ,8,0.0
776,431030109023,Fertilizante V.I.-Tambo            ,8,0.0
777,431030109024,Labores V.I.-Tambo                 ,8,0.0
778,431030109025,Otros Gtos.V.I.-Tambo              ,8,0.0
779,431030109030,Verdeos Verano-Tambo               ,7,0.0
780,431030109031,Semilla V.V.-Tambo                 ,8,0.0
781,431030109032,Herb.Insect.V.V.-Tambo             ,8,0.0
782,431030109033,Fertilizante V.V.-Tambo            ,8,0.0
783,431030109034,Labores V.V.-Tambo                 ,8,0.0
784,431030109035,Otros Gtos.V.V.-Tambo              ,8,0.0
785,431030109040,Conservación de Pasturas Tambo     ,7,0.0
786,431030109041,Herb.Insect.Conserv.Pastura Tambo  ,8,0.0
787,431030109042,Fertiliz.Conserv.Pastura Tambo     ,8,0.0
788,431030109043,Labores Conserv.Past.Tambo         ,8,0.0
789,431030109050,XXX                                ,7,0.0
790,431030109060,XXX                                ,7,0.0
791,431030110000,Control Lechero                    ,6,0.0
792,431030111000,Consumibles del Tambo              ,6,0.0
793,431030111010,Articulos de Limpieza              ,7,0.0
794,431030112000,Energía Eléctrica-Tambo            ,6,0.0
795,431030113000,Gas-Tambo                          ,6,0.0
796,431030114000,Gas-oil-Tambo                      ,6,0.0
797,431030115000,"Mant.calles, canales e instal.-Tamb",6,0.0
798,431030116000,"Reparac.,Manten.Máquinas y Equipos-",6,0.0
799,431030117000,Distribución de Suplementos-Tambo  ,6,0.0
800,431030118000,Reparac.molinos y aguadas-Tambo    ,6,0.0
801,431030119000,Leche cedida a la guachera         ,6,0.0
802,431030120000,Terneras cedidos-Tambo             ,6,0.0
803,431030121000,Cascara de Soja-Tambo              ,6,0.0
804,431030122000,Otros gastos-Tambo                 ,6,0.0
805,431030123000,Pellets Girasol-Tambo              ,6,0.0
806,431030124000,Pellets Soja-Tambo                 ,6,0.0
807,431030125000,"Pellets Afrechillo, Trigo-Tambo    ",6,0.0
808,431030126000,Maíz-Tambo                         ,6,0.0
809,431030127000,Algodón-Tambo                      ,6,0.0
810,431030128000,Cebada-Tambo                       ,6,0.0
811,431030129000,Malta -Tambo                       ,6,0.0
812,431030130000,Alimento Balanceado-Tambo          ,6,0.0
813,431030131000,Conchilla-Tambo                    ,6,0.0
814,431030132000,Núcleo-Tambo                       ,6,0.0
815,431030133000,"Sales, Gluten Feed-Tambo           ",6,0.0
816,431030134000,Silo Maíz-Tambo                    ,6,0.0
817,431030135000,Silo Sorgo-Tambo                   ,6,0.0
818,431030136000,Silo Pastura-Tambo                 ,6,0.0
819,431030137000,Rollos-Tambo                       ,6,0.0
820,431030138000,Costo de Venta - Leche             ,6,0.0
821,431030139000,Costo de Producción  Tambo- Bolivar,6,0.0
822,431030140000,Costo de Vta- Hac. Vac. Tambo      ,6,0.0
