,cuenta,c_nombre,nivel,nsumasal
41,113010109000,Enrique Zeni y Cia SACIAFeI        ,6,0.0
42,113010110000,Julian Ojinaga SRL                 ,6,0.0
43,113010111000,Rosaser SA                         ,6,0.0
44,113010112000,COMPAÑIA ARG-DE GRANOS SA          ,6,0.0
45,113010113000,Catalpa Agropecuaria S.R.L.        ,6,0.0
46,113010114000,Tomas Hnos y Cia Sa                ,6,-3766453.87
47,113010115000,López y Ramos SRL                  ,6,0.0
48,113010200000,Consignatarios                     ,5,281955.06
49,113010201000,Lauquen Agropecuaria SA            ,6,0.0
50,113010202000,Casa Maineri SA                    ,6,0.0
51,113010203000,J.y M.de la Serna SRL              ,6,143510.61
52,113010204000,"Saenz Valiente, Bullrich y Cía SA  ",6,0.0
53,113010205000,José Diaz Herrera SA               ,6,0.0
54,113010206000,Suc.Brivio y Cía SRL               ,6,0.0
55,113010207000,Ganadera Nueva Escocia SA          ,6,0.0
56,113010208000,Carindú SA                         ,6,0.0
57,113010209000,Egal Export SA                     ,6,0.0
58,113010210000,Heguy Hnos y Cía SAC y A           ,6,0.0
59,113010211000,Urturi Hnos SRL                    ,6,0.0
60,113010212000,Benito y Pujol y Cía SA            ,6,0.0
61,113010213000,Finexcor SA                        ,6,0.0
62,113010214000,Cía Rioplatense de Carnes y Ganado ,6,0.0
63,113010215000,Latigo SA                          ,6,0.0
64,113010216000,Frigorífico Gargiulo SA            ,6,0.0
65,113010217000,Roberto J. Iturbe                  ,6,0.0
66,113010218000,Alzaga Unzué y Cía S.A.            ,6,0.0
67,113010219000,Ferias del Centro S.R.L.           ,6,138444.45
68,113010220000,SR Frigorífico S.R.L.              ,6,0.0
69,113010221000,Ganadera San Roque SA              ,6,0.0
70,113010222000,Lartirigoyen y Cía SA              ,6,0.0
71,113010223000,Consimeat SA                       ,6,0.0
72,113010224000,Lawacaloc SA                       ,6,0.0
73,113010225000,Ganadera Salliquelo SA             ,6,0.0
74,113010226000,Frigal SA                          ,6,0.0
75,113010227000,COOP.TRA.FRI.YA. LTDA.             ,6,0.0
76,113010228000,AGROP.LAS HERAS SA                 ,6,0.0
77,113010229000,FACICAR SA                         ,6,0.0
78,113010230000,Frigorifico Bolívar SA             ,6,0.0
79,113010300000,Ds x Vta de Leche                  ,5,13825238.84
80,113010301000,La Serenísima-Mastellone Hnos SA   ,6,0.0
81,113010302000,Lacteos Conosur S.A.               ,6,0.0
82,113010303000,Lacteos Barraza SA                 ,6,13825238.84
83,113010400000,Otros Deudores x Vtas              ,5,0.0
84,113010401000,Deudores por Ventas                ,6,0.0
85,113010402000,Deudores Varios                    ,6,0.0
86,113020000000,Deudores en Mora                   ,4,0.0
87,113030000000,Deudores en Gestión Judicial       ,4,0.0
88,113040000000,Anticipos                          ,4,0.0
89,113040100000,Anticipos proveedores              ,5,0.0
90,113040200000,Anticipos personal                 ,5,0.0
91,113050000000,Fiscales                           ,4,11330224.08
92,113050100000,Anticipos                          ,5,18158.81
93,113050101000,Anticipo Ganancias                 ,6,0.0
94,113050102000,Anticipo Gan.Min.Pres.             ,6,0.0
95,113050103000,IVA Crédito Fiscal                 ,6,0.0
96,113050104000,IVA Devengado                      ,6,18158.81
97,113050200000,Retenciones                        ,5,345877.72
98,113050201000,Retenc.Ganancias                   ,6,345877.72
99,113050202000,Retenc.IVA                         ,6,0.0
100,113050203000,Retenc.Ing.Brutos                  ,6,0.0
101,113050300000,Pagos a Cuenta                     ,5,0.0
102,113050301000,Pago a cta Ganancias               ,6,0.0
103,113050302000,Pago a cta IVA                     ,6,0.0
104,113050303000,Pago a cta ITF                     ,6,0.0
105,113050304000,Pago a cta ITC                     ,6,0.0
106,113050400000,Percepciones                       ,5,376.91
107,113050401000,Percep.Ganancias                   ,6,0.0
108,113050402000,Percep.IVA                         ,6,-113.33
109,113050403000,Percep.Ing.Brutos                  ,6,490.24
110,113050404000,Percep.Endeudamiento Empresario    ,6,0.0
111,113050500000,Saldo a Favor                      ,5,10965810.64
112,113050501000,Saldo a Favor Gcias                ,6,0.0
113,113050502000,Saldo a Favor IVA                  ,6,9196711.47
114,113050503000,Saldo a Favor Ing.B.               ,6,1766127.74
115,113050504000,Credito Impuesto a la Gan.Min.Presu,6,0.0
116,113050505000,Saldo a Favor G.M.P.               ,6,2971.43
117,113050506000,Saldo a Fav.IVA Libre Disp.        ,6,0.0
118,113050507000,Saldo Iva- Credito a Compensar     ,6,0.0
119,113060000000,Societarios                        ,4,1090012.16
120,113060100000,Accionistas o Socios               ,5,1090012.16
121,113060101000,Stegmann Federico                  ,6,1090012.16
122,113060102000,Stegmann Patricio                  ,6,0.0
123,113060103000,Stegmann Sofia                     ,6,0.0
124,113060104000,Stegmann Claudio                   ,6,0.0
125,113060105000,Stegmann Luis                      ,6,0.0
126,113060200000,Directores o Administradores       ,5,0.0
127,113060201000,xxxxxxxxxx                         ,6,0.0
128,113060300000,Asesores                           ,5,0.0
129,113060301000,xxxxxxxxxx                         ,6,0.0
130,113060400000,                                   ,5,0.0
131,113070000000,Otros Créditos                     ,4,0.0
132,113070100000,Alquileres o Arrendamientos        ,5,0.0
133,113070200000,Seguros pagados x adelantado       ,5,0.0
134,113080000000,Canje Semilla de Soja              ,4,0.0
135,114000000000,Bienes de Cambio                   ,3,246353476.48
136,114010000000,Agricultura                        ,4,63780156.86
137,114010100000,Trigo                              ,5,9021900.0
138,114010101000,Sementera Trigo                    ,6,0.0
139,114010102000,Cereal en exist.-Trigo             ,6,9021900.0
140,114010103000,Semilla Trigo                      ,6,0.0
141,114010200000,Maíz                               ,5,7661593.48
142,114010201000,Sementera Maíz                     ,6,7661593.48
143,114010202000,Cereal en exist.-Maíz              ,6,0.0
144,114010203000,Semilla Maíz                       ,6,0.0
145,114010300000,Girasol                            ,5,5707448.58
146,114010301000,Sementera Girasol                  ,6,5707448.58
147,114010302000,Oleaginosos en exist.-Girasol      ,6,0.0
148,114010303000,Semilla Girasol                    ,6,0.0
149,114010400000,Soja                               ,5,4097336.36
150,114010401000,Sementera Soja                     ,6,4097336.36
151,114010402000,Oleaginosos en exist.-Soja         ,6,0.0
152,114010403000,Semilla Soja                       ,6,0.0
153,114010500000,Avena                              ,5,0.0
154,114010501000,Sementera Avena                    ,6,0.0
155,114010502000,Cereal en exist.-Avena             ,6,0.0
156,114010503000,Semilla Avena                      ,6,0.0
157,114010600000,Sorgo                              ,5,873732.0
158,114010601000,Sementera Sorgo                    ,6,873732.0
159,114010602000,Semilla Sorgo                      ,6,0.0
160,114010700000,Semillas de Pasturas               ,5,0.0
161,114010800000,"Agroquimicos, Fertil., Herbicidas  ",5,0.0
162,114010900000,Cebada                             ,5,36418146.44
163,114010901000,Sementera cebada                   ,6,0.0
164,114010902000,Cereal en existencia- Cebada       ,6,36418146.44
165,114010903000,Semilla Cebada                     ,6,0.0
166,114011000000,Almacen de Fertilizantes           ,5,0.0
167,114020000000,Ganaderia                          ,4,182573319.62
168,114020100000,Hacienda Vacuna                    ,5,172828800.0
169,114020101000,Cria                               ,6,75439700.0
170,114020101010,Terneros-Cría                      ,7,15439500.0
171,114020101020,Terneras-Cría                      ,7,12370400.0
172,114020101030,Novillos + 2-Cría                  ,7,0.0
173,114020101040,Novillos 1 a 2-Cría                ,7,0.0
174,114020101050,Vaq. + 2-Cría                      ,7,0.0
175,114020101060,Vaq. 1 a 2-Cría                    ,7,2519400.0
176,114020101070,Vacas-Cría                         ,7,45110400.0
177,114020101080,Toros                              ,7,0.0
178,114020101090,Toritos                            ,7,0.0
179,114020101100,Vacas - Capitalizacion             ,7,0.0
180,114020101110,Terneros - Capitalizacion          ,7,0.0
181,114020102000,Invernada                          ,6,0.0
182,114020102010,Terneros-Invernada                 ,7,0.0
183,114020102020,Terneras-Invernada                 ,7,0.0
184,114020102030,Novillos + 2-Invernada             ,7,0.0
185,114020102040,Novillos 1 a 2-Invernada           ,7,0.0
186,114020102050,Vaq. + 2-Invernada                 ,7,0.0
187,114020102060,Vaq. 1 a 2-Invernada               ,7,0.0
188,114020102070,Vacas - Invernada                  ,7,0.0
189,114020102080,TOROS - Invernada                  ,7,0.0
190,114020103000,Hacienda Tambo-Hol.Arg.            ,6,97389100.0
191,114020103010,Terneros HA hasta 180 Kg.(guachera-,7,442400.0
192,114020103020,Terneras HA hasta 180 Kg.(guachera-,7,9477000.0
193,114020103030,Novillos HA de + de 180 Kg.        ,7,813200.0
194,114020103040,Novillos HA de + de 180 Kg.Capitali,7,0.0
195,114020103050,Vaq. +2-H.A.                       ,7,0.0
196,114020103060,Vaq. 1 a 2-H.A.                    ,7,26999100.0
197,114020103070,Vacas-H.A.                         ,7,59657400.0
198,114020103080,Toros-H.A.                         ,7,0.0
199,114020104000,Feed Lot                           ,6,0.0
200,114020104010,Terneras - Feed Lot                ,7,0.0
201,114020104020,Terneros - Feed Lot                ,7,0.0
202,114020104030,Vaquillonas - Feed Lot             ,7,0.0
203,114020104040,Novillos - Feed Lot                ,7,0.0
204,114020104050,Vacas - Feed Lot                   ,7,0.0
205,114020200000,Tambo                              ,5,9744519.62
206,114020201000,Balanceados                        ,6,8463181.57
207,114020202000,Granos                             ,6,0.0
208,114020202010,"Algodón, Soja                      ",7,0.0
209,114020202020,"Maíz, Sorgo                        ",7,0.0
210,114020202030,"Trigo, Avena, Malta                ",7,0.0
211,114020203000,Pellets                            ,6,0.0
212,114020203010,Pellets de Girasol                 ,7,0.0
213,114020203020,Pellets de Soja                    ,7,0.0
214,114020203030,Pellets de Trigo                   ,7,0.0
215,114020203040,Pellets de Afrechillo              ,7,0.0
216,114020204000,"Fardos, Rollos                     ",6,1044750.0
217,114020205000,Silos                              ,6,0.0
218,114020205010,Silo de Maíz                       ,7,0.0
219,114020205020,Silo de Sorgo                      ,7,0.0
220,114020205030,Silo de Pasturas                   ,7,0.0
221,114020205040,Silo de Cebada                     ,7,0.0
222,114020206000,Gas Oil en Existencia              ,6,236588.05
223,114020207000,Stock Galpon                       ,6,0.0
224,114020208000,                                   ,6,0.0
225,114020209000,Leche en Existencia                ,6,0.0
226,114020290000,                                   ,6,0.0
227,114020300000,Stock Productos Veterinarios       ,5,0.0
228,114020400000,Hacienda Lanar                     ,5,0.0
229,114020500000,Hacienda Equina                    ,5,0.0
230,114030000000,Apicultura                         ,4,0.0
231,114030100000,Existencia Inicial                 ,5,0.0
232,114030101000,Miel - E.I.                        ,6,0.0
233,114030200000,Compras                            ,5,0.0
234,114030300000,Existencia Final                   ,5,0.0
235,114030301000,Miel - E.F.                        ,6,0.0
236,115000000000,Otros Activos                      ,3,0.0
237,120000000000,Activo No Corriente                ,2,79524273.42
238,121000000000,Créditos                           ,3,0.0
239,121010000000,Deudores en Gestión Judicial       ,4,0.0
240,121020000000,Créditos sin Garantía              ,4,0.0
241,122000000000,Inversiones                        ,3,0.0
242,122010000000,Títulos                            ,4,0.0
243,122020000000,Acciones                           ,4,0.0
244,122020100000,Acciones con cotización            ,5,0.0
245,122020200000,Acciones sin cotización            ,5,0.0
246,122030000000,Colocaciones                       ,4,0.0
247,123000000000,Bienes de Uso                      ,3,79524273.42
248,123010000000,De la Explotación                  ,4,79524273.42
249,123010100000,Inmuebles                          ,5,55153760.67
250,123010101000,Rurales                            ,6,45462888.91
251,123010101010,Tierra                             ,7,45012950.39
252,123010101020,Edificios                          ,7,581800.0
253,123010101030,Amort.Acum.Inm.Rurales             ,7,-131861.48
254,123010102000,Urbanos                            ,6,9690871.76
255,123010102010,Terreno                            ,7,0.0
256,123010102020,Construcciones Urbanas             ,7,11914732.8
257,123010102030,Amort.Acum.Inm.Urbanos             ,7,-2223861.04
258,123010200000,Rodados                            ,5,1791653.85
259,123010201000,Camionetas                         ,6,8163694.55
260,123010202000,"Autos, Motos.                      ",6,7816082.05
261,123010203000,Camión                             ,6,0.0
262,123010204000,Amort.Acum.Rodados                 ,6,-14188122.75
263,123010300000,Maquinarias y Tractores            ,5,7991490.13
264,123010301000,Maquinarias y Tractores V.O.       ,6,44156745.69
265,123010302000,Amort.Acum.Maquinarias y Tract.    ,6,-36165255.56
266,123010400000,Muebles y Utiles                   ,5,30238.27
267,123010401000,Muebles y Utiles V.O.              ,6,3587813.4
268,123010402000,Amort.Acum.M.y Ut.                 ,6,-3557575.13
269,123010500000,Instalaciones                      ,5,2835827.37
270,123010501000,Instalaciones V.O.                 ,6,7975165.1
271,123010502000,Amort.Acum.Instalaciones           ,6,-5139337.73
272,123010600000,Herramientas                       ,5,0.0
273,123010601000,Herramientas V.O.                  ,6,5638623.41
274,123010602000,Amort.Acum.Herramientas            ,6,-5638623.41
275,123010700000,Reproductores                      ,5,2526182.95
276,123010701000,Reproductores V.O.                 ,6,8776852.41
277,123010702000,Amort.Acum.Reproductores           ,6,-6250669.46
278,123010800000,Pasturas                           ,5,0.0
279,123010801000,Pasturas V.O.                      ,6,24050658.55
280,123010802000,Amort.Acum.Pasturas                ,6,-24050658.55
281,123010900000,Plantación y Forestación           ,5,176460.54
282,123010901000,Plantación y Forestación - V.O.    ,6,417176.48
283,123010902000,Amor.Acum.Plantac.y Forestac.      ,6,-240715.94
284,123011000000,"Tranqueras, Alamb., y Corrales     ",5,1785093.97
285,123011001000,"Tranqueras, Alamb.y Corrales - V.O.",6,5018118.15
286,123011002000,"Amort.Acum.Tranq.,Alamb.,y Corrales",6,-3233024.18
287,123011100000,Silos                              ,5,954409.16
288,123011101000,Silos - V.O.                       ,6,4810324.81
289,123011102000,Amort.Acum.Silos                   ,6,-3855915.65
290,123011200000,"Comederos, Bebebederos y Aguadas   ",5,150893.58
291,123011201000,"Comederos,Bebed.y Aguad.-V.O.      ",6,4919563.01
292,123011202000,"Amort.Acum.Comed.,Bebed.,y Ag.     ",6,-4768669.43
293,123011300000,Implementos Apícolas               ,5,0.0
294,123011301000,Implementos Apícolas - V.O.        ,6,0.0
295,123011302000,Amort.Acum.Implementos Apícolas    ,6,0.0
296,123011400000,Máquinarias Tambo                  ,5,4678915.82
297,123011401000,Maquinarias Tambo - V.O.           ,6,17078981.29
298,123011402000,Amort.Acum. Maquinarias Tambo      ,6,-12400065.47
299,123011500000,Construcc.y Mejora Tambo           ,5,1449347.11
300,123011501000,Contrucc.y Mejora Tambo - V.O.     ,6,7391587.9
301,123011502000,Amort.Acum.Const.y Mejora Tambo    ,6,-5942240.79
302,123011600000,Motores y Bombas                   ,5,0.0
303,123011601000,Motores y Bombas - V.O.            ,6,121935.31
304,123011602000,Amort.Acum.Motores y Bombas        ,6,-121935.31
305,124000000000,Cuentas Transitorias               ,3,0.0
306,124010000000,Partidas en Suspenso               ,4,0.0
307,124020000000,Canje                              ,4,0.0
308,200000000000,PASIVO                             ,1,-96318550.78
309,210000000000,Pasivo Corriente                   ,2,-96318550.78
310,211000000000,Deudas                             ,3,-96318550.78
311,211010000000,Comerciales                        ,4,-78034502.97
312,211010100000,Proveedores                        ,5,-22739084.5
313,211010200000,Otros Proveedores                  ,5,-55023578.45
314,211010201000,ASP Agroserv.Pampeanos SA          ,6,-8765011.73
315,211010202000,Abella Tambos SA                   ,6,0.0
316,211010203000,Agrovet Integral SRL               ,6,-162987.66
317,211010204000,Alfano Antonio y CIA SC            ,6,0.0
318,211010205000,Aquaro Oscar J.                    ,6,0.0
319,211010206000,Arosteguy Ricardo                  ,6,0.0
320,211010207000,Asoc.Don Mario SA                  ,6,0.0
321,211010208000,Catalpa Agrop.                     ,6,-1882519.65
322,211010209000,Coop.Electrica de Bolivar Ltda     ,6,0.0
323,211010210000,Coop.Agrop.de Bolivar              ,6,-93183.56
324,211010211000,Coop.Agrop.de Tandil               ,6,0.0
325,211010212000,Federac.Patronal Seg.              ,6,0.0
326,211010213000,Fumigaciones y Servicios SRL       ,6,0.0
327,211010214000,Goyaike SAACI y F                  ,6,0.0
328,211010215000,James y Son Arg.SA                 ,6,0.0
329,211010216000,Jauregui y Morales SRL             ,6,-607493.46
330,211010217000,Jorgensen Esteban                  ,6,0.0
331,211010218000,La Tacuarita Petropringles SA      ,6,-3469.03
332,211010219000,Pucara SA                          ,6,0.0
333,211010220000,Lartirigoyen y Cia SA              ,6,-13324.79
334,211010221000,Mosaic de Arg. SA                  ,6,0.0
335,211010222000,Pagola y Alzueta SH                ,6,0.0
336,211010223000,Vicente Lopez SRL                  ,6,0.0
337,211010224000,Villa y Moreno SA                  ,6,-50847.64
338,211010225000,WestfaliaSurge Arg. SRL            ,6,0.0
339,211010226000,Wright Fernandez Ursini SA         ,6,0.0
340,211010227000,Baya Casal Enrique SA              ,6,0.0
341,211010228000,Debernardi Juan                    ,6,-1367838.08
342,211010229000,Servi-Tambo 9 de Julio SA          ,6,0.0
343,211010230000,Herrero Jorge Abel                 ,6,-4117876.36
344,211010231000,Rosaser SA                         ,6,0.0
345,211010232000,Cereales 9 de Julio SA             ,6,0.0
346,211010233000,Nutralmix SRL                      ,6,-35775589.44
347,211010234000,Lorenzo Piñel SRL                  ,6,0.0
348,211010235000,Teknal SA                          ,6,0.0
349,211010236000,Torrontegui Walter                 ,6,0.0
350,211010237000,Houlmann Miguel y Luis SH          ,6,0.0
351,211010238000,Soler Daniel                       ,6,0.0
352,211010239000,Lombardo Oscar                     ,6,-449827.54
353,211010240000,Manghi María                       ,6,-2964.04
354,211010241000,Artola Susana                      ,6,0.0
355,211010242000,Cuscó Jorge                        ,6,0.0
356,211010243000,Sabate Ricardo                     ,6,0.0
357,211010244000,EDP Agroindustrial SA              ,6,-14013.68
358,211010245000,Peveri Tomas S.                    ,6,0.0
359,211010246000,Baptista Javier Antonio            ,6,-444332.1
360,211010247000,Bellomo Raul Abel                  ,6,0.0
361,211010248000,Aquaro Agrorepuestos SRL           ,6,-17161.5
362,211010249000,González Facundo                   ,6,-3336.6
363,211010250000,West Tambo SRL                     ,6,-230451.2
364,211010251000,Gutierrez Manuel                   ,6,-937549.87
365,211010252000,D+D Transporte SA                  ,6,0.0
366,211010253000,DROVET SA                          ,6,0.0
367,211010300000,Obligaciones a Pagar               ,5,0.0
368,211010400000,Honorarios a Pagar                 ,5,0.0
369,211010500000,Provisión para gastos              ,5,-271840.02
370,211020000000,Anticipos                          ,4,0.0
371,211020100000,Financieros                        ,5,0.0
372,211020101000,Antic.Financ.Bco Nación            ,6,0.0
373,211020102000,Antic.Financ.Bco Pcia              ,6,0.0
374,211020200000,Anticipos Comerciales              ,5,0.0
375,211030000000,Deudas Fiscales                    ,4,-16036038.64
376,211030100000,IVA Débito Fiscal                  ,5,0.0
377,211030200000,IVA a Pagar                        ,5,-5984167.89
378,211030300000,Imp.a las Ganancias                ,5,-5359698.91
379,211030400000,Imp.Ganac.Min.Pres.                ,5,0.0
380,211030500000,Imp.s/Ing.Brutos a Pagar           ,5,-71482.93
381,211030600000,"Bs Pers., Soc.y Participaciones    ",5,0.0
382,211030700000,Retenciones Ganancias a Depositar  ,5,-199659.67
383,211030800000,Ret. Ing. Brutos a Depositar       ,5,-126265.46
384,211030900000,Pasivo por Impuesto Diferido       ,5,-4294763.78
385,211040000000,Deudas Municipales                 ,4,0.0
386,211040100000,Tasa Vial a pagar                  ,5,0.0
387,211040200000,Impuesto Inmob.a Pagar             ,5,0.0
388,211050000000,Remuneraciones y Carg.Sociales     ,4,-1850283.38
389,211050100000,Sueldos a Pagar                    ,5,-1160117.0
390,211050200000,Cargas Sociales a Pagar            ,5,-690166.38
391,211050300000,Moratorias                         ,5,0.0
392,211050400000,Plan de Facilidades                ,5,0.0
393,211050500000,Obras Sociales                     ,5,0.0
394,211060000000,Societarias                        ,4,0.0
395,211060100000,Honorarios                         ,5,0.0
396,211060101000,Hon.Directores o Administradores   ,6,0.0
397,211060101010,Stegmann Federico-Hon.Directores   ,7,0.0
398,211060102000,Hon.Asesores                       ,6,0.0
399,211060102010,xxxxxxxxxx                         ,7,0.0
400,211060200000,Dividendos                         ,5,0.0
401,211060201000,Dividendos en Efectivo             ,6,0.0
402,211060202000,Dividendos en Acciones             ,6,0.0
403,211060300000,Garantías Director                 ,5,0.0
404,211060400000,Aportes a Integrar por los Socios  ,5,0.0
405,211070000000,Bancarias                          ,4,-397725.79
406,211070100000,Banco Nación                       ,5,0.0
407,211070101000,Préstamos-Bco Nación               ,6,0.0
408,211070102000,Agronación                         ,6,0.0
409,211070103000,Intereses Devengados-Bco Nación    ,6,0.0
410,211070200000,Banco Provincia                    ,5,0.0
411,211070201000,Préstamos-Bco Provincia            ,6,0.0
412,211070202000,Procampo                           ,6,0.0
413,211070203000,Intereses Devengados-Bco Pcia      ,6,0.0
414,211070300000,Banco Galicia                      ,5,-397725.79
415,211070301000,Préstamos-Bco Galicia              ,6,0.0
416,211070302000,Galicia Rural                      ,6,0.0
417,211070303000,Intereses Devengados-Bco Galicia   ,6,0.0
418,211070304000,VISA Commercial                    ,6,-397725.79
419,220000000000,Pasivo No Corriente                ,2,0.0
420,221000000000,Deudas                             ,3,0.0
421,221010000000,Comerciales                        ,4,0.0
422,221020000000,Financieras                        ,4,0.0
423,221030000000,Fiscales                           ,4,0.0
424,221030100000,Moratorias                         ,5,0.0
425,221030200000,Plan de Facilidades                ,5,0.0
426,221040000000,Remunerac.y Carg.Sociales          ,4,0.0
427,221040100000,Moratorias Rem.y Carg.Soc.         ,5,0.0
428,221040200000,Plan de Facilidades Rem.y Carg.Soc.,5,0.0
429,221050000000,Societarias                        ,4,0.0
430,222000000000,Previsiones                        ,3,0.0
431,222010000000,Previsión x Despidos               ,4,0.0
432,222020000000,Previsión Ds Incobrables           ,4,0.0
433,222030000000,Indemnizaciones                    ,4,0.0
434,300000000000,PATRIMONIO NETO                    ,1,-346183516.64
435,310000000000,Capital Originario                 ,2,-49738404.62
436,311000000000,Capital Social                     ,3,-80000.0
437,312000000000,Ajuste de Capital                  ,3,-49658404.62
438,313000000000,Saldo Ley 19742 No Cap.            ,3,0.0
439,314000000000,Saldo Ley 19742 Cap.               ,3,0.0
440,320000000000,Anticipos Futuras Emisiones        ,2,0.0
441,330000000000,Reservas                           ,2,-7167645.03
442,331000000000,Reserva legal                      ,3,-7167645.03
443,340000000000,Resultados                         ,2,-289277466.99
444,341000000000,Resultados No Asignados            ,3,-289277466.99
445,342000000000,Ajuste Resultado Ejerc.Ant.        ,3,0.0
446,400000000000,CUADRO DE RESULTADOS BOLIVAR       ,1,0.0
447,410000000000,Ingresos BOLIVAR                   ,2,0.0
448,411000000000,Agricultura                        ,3,0.0
449,411010000000,Venta de Cereales y Oleaginosos    ,4,0.0
450,411010100000,Venta de Trigo                     ,5,0.0
451,411010200000,Venta de Maíz                      ,5,0.0
452,411010300000,Venta de Girasol                   ,5,0.0
453,411010400000,Venta de Soja                      ,5,0.0
454,411010500000,Venta de Cebada                    ,5,0.0
455,411020000000,Cesión de Cereales y Oleaginosos   ,4,0.0
456,411020100000,Cesión de Trigo                    ,5,0.0
457,411020200000,Cesión de Maíz                     ,5,0.0
458,411020300000,Cesión de Girasol                  ,5,0.0
459,411020400000,Cesión de Soja                     ,5,0.0
460,411020500000,Cesión de Sorgo                    ,5,0.0
461,411020600000,Cesión de Avena                    ,5,0.0
462,412000000000,Ganaderia                          ,3,0.0
463,412010000000,Hacienda Vacuna                    ,4,0.0
464,412010100000,Hac.Vac.Cría                       ,5,0.0
465,412010101000,Venta de Hacienda Vacuna Cria      ,6,0.0
466,412010101010,Terneros-Cria                      ,7,0.0
467,412010101020,Terneras-Cria                      ,7,0.0
468,412010101030,Vaquillonas 1a2-Cria               ,7,0.0
469,412010101040,Vaquillonas +2-Cria                ,7,0.0
470,412010101050,Vacas-Cria                         ,7,0.0
471,412010101060,Toros-Cria                         ,7,0.0
472,412010107000,Cesión de Hacienda Vacuna Cria     ,6,0.0
473,412010107010,Cesión de Terneros                 ,7,0.0
474,412010107020,Cesión de Terneras                 ,7,0.0
475,412010200000,Venta Hac.Vac.Invernada            ,5,0.0
476,412010201000,Novillos +2 -Invernada             ,6,0.0
477,412010202000,Novillos 1a2 -Invernada            ,6,0.0
478,412010203000,Vaquillonas +2 -Invernada          ,6,0.0
479,412010204000,Vaquillonas 1a2 -Invernada         ,6,0.0
480,412010300000,Hacienda Vacuna Capitalización     ,5,0.0
481,412010301000,Novillos-Capitalización            ,6,0.0
482,412010302000,Vacas Capitalizacion               ,6,0.0
483,412010400000,Consumo                            ,5,0.0
484,412010500000,Producción de hacienda vacuna      ,5,0.0
485,412010600000,Resultado por tenencia Bolivar     ,5,0.0
486,412010700000,Venta Hacienda Vacuna Feed Lot     ,5,0.0
487,412010701000,Terneras - Feed Lot                ,6,0.0
488,412010702000,Vaquillonas - Feed Lot             ,6,0.0
489,412010703000,Novillos - Feed Lot                ,6,0.0
490,412010704000,Vacas - Feed Lot                   ,6,0.0
491,412010705000,Novillitos - Feed Lot              ,6,0.0
492,412010706000,Ternero - Feed Lot                 ,6,0.0
493,412020000000,Tambo                              ,4,0.0
494,412020100000,Ventas Tambo                       ,5,0.0
495,412020101000,Ventas de Leche                    ,6,0.0
496,412020102000,Venta Derivados de Leche           ,6,0.0
497,412020103000,Venta de Terneros-Tambo            ,6,0.0
498,412020104000,Venta de Terneras-Tambo            ,6,0.0
499,412020105000,Venta de Vaquillonas-Tambo         ,6,0.0
500,412020106000,Venta de Vacas-Tambo               ,6,0.0
501,412020107000,Venta de Novillos-Tambo            ,6,0.0
502,412020200000,Cesión Tambo                       ,5,0.0
503,412020201000,Cesión de leche a crianza artificia,6,0.0
504,412020202000,Cesión de terneras a recría        ,6,0.0
505,412020203000,Cesión terneras de tambo a crianza ,6,0.0
506,412020204000,Cesión de vacas para engorde       ,6,0.0
507,412020205000,Cesión de terneros para engorde    ,6,0.0
508,412020206000,Cesión Vaquillonas de recría a tamb,6,0.0
509,412020300000,Producción de Leche                ,5,0.0
510,412020400000,RXT - Hacienda Vacuna Tambo        ,5,0.0
511,412020500000,Rdo por Producción - Hac. Vac. Tamb,5,0.0
512,413000000000,Ventas Varias                      ,3,0.0
513,413010000000,Venta de Cueros                    ,4,0.0
514,413020000000,Venta de Forrajes                  ,4,0.0
515,414000000000,Contratos Agrarios                 ,3,0.0
516,414010000000,Ingresos x Capitalización          ,4,0.0
517,414020000000,Ingresos x arrendamiento           ,4,0.0
518,414030000000,Rdo Contrato Canje Soja            ,4,0.0
519,415000000000,Ingresos Empresa Maquinaria        ,3,0.0
520,415010000000,Trabajos Propios-Labores           ,4,0.0
521,416000000000,Producción Agricola                ,3,0.0
522,416010000000,Producción Trigo                   ,4,0.0
523,416020000000,Producción Maiz                    ,4,0.0
524,416030000000,Producción Girasol                 ,4,0.0
525,416040000000,Producción Soja                    ,4,0.0
526,416050000000,Producción Cebada                  ,4,0.0
527,420000000000,Otros Ingresos                     ,2,0.0
528,421000000000,Ot.Ing.Financieros                 ,3,0.0
529,421010000000,Intereses Ganados                  ,4,0.0
530,421020000000,Descuentos Obtenidos               ,4,0.0
531,421030000000,Otros Ingresos                     ,4,0.0
532,421040000000,Dif. Val. Bonos y Fondos           ,4,0.0
533,421050000000,Dif. de Cotización                 ,4,0.0
534,422000000000,Renta de Títulos                   ,3,0.0
535,423000000000,Recuperos                          ,3,0.0
536,423010000000,Recupero de Gastos                 ,4,0.0
537,423020000000,Pago a Cuenta Ley Fomento Pymes    ,4,0.0
538,424000000000,Venta de Bienes de Uso             ,3,0.0
539,425000000000,Diferencia Valuación Hacienda      ,3,0.0
540,425010000000,Diferencia Valuación Hacienda Cria ,4,0.0
541,425020000000,Diferencia Valuación Hacienda Inver,4,0.0
542,425030000000,Diferencia Valuación Hacienda Holan,4,0.0
543,425040000000,Diferencia Valuación Hac. capitaliz,4,0.0
544,426000000000,Cosecha                            ,3,0.0
545,427000000000,Resultado por Tenencia             ,3,0.0
546,428000000000,Subsidios Obtenidos                ,3,0.0
